PassengerId,Survived,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_T,Deck_U,Ticket_A,Ticket_AS,Ticket_C,Ticket_CA,Ticket_CASOTON,Ticket_FC,Ticket_FCC,Ticket_Fa,Ticket_LINE,Ticket_NUM,Ticket_PC,Ticket_PP,Ticket_PPP,Ticket_SC,Ticket_SCA,Ticket_SCAH,Ticket_SCAHBasle,Ticket_SCOW,Ticket_SCPARIS,Ticket_SCParis,Ticket_SOC,Ticket_SOP,Ticket_SOPP,Ticket_SOTONO,Ticket_SOTONOQ,Ticket_SP,Ticket_STONO,Ticket_SWPP,Ticket_WC,Ticket_WEP
-1.6627257405250468,0,-1.7406048173623616,0.14767088662967276,1.7991740382464647,-1.6675681557642452,0.24381380719636375,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.658873190802594,1,-1.7406048173623616,-0.004965095264935964,-0.4478463515115659,-1.6615697091607766,-0.6109025825013952,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6550206410801414,0,0.5735172554903635,0.6173200616900071,-0.4478463515115659,-1.6555712625573082,0.878406022285187,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6511680913576887,1,0.5735172554903635,0.49990776792492353,-0.4478463515115659,-1.6495728159538396,-0.1528063272341508,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.647315541635236,1,-1.7406048173623616,-1.7309258136116645,-0.4478463515115659,-1.643574369350371,-0.5471102000795912,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6434629919127832,1,0.5735172554903635,-0.20456599466557795,-0.4478463515115659,-1.6375759227469027,1.6319842777031646,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.631905342745425,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.631577476143434,-0.6109025825013952,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6242002433005198,1,-1.7406048173623616,-0.004965095264935964,-0.4478463515115659,-1.6255790295399657,-0.5590088041125066,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.620347693578067,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.619580582936497,-0.5576920252661972,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6164951438556143,0,0.5735172554903635,1.204381530515425,-0.4478463515115659,-1.6135821363330287,1.014906807750793,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6087900444107088,1,-1.7406048173623616,-0.004965095264935964,-0.4478463515115659,-1.6075836897295601,-0.5692574683861911,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.597232395243351,0,0.5735172554903635,1.4392061180455922,1.7991740382464647,-1.6015852431260915,2.940830721323863,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.593379845520898,1,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.5955867965226231,-0.6105694215884735,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5895272957984454,0,0.5735172554903635,-1.026452051021163,-0.4478463515115659,-1.5895883499191545,-0.5454602603203602,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5856747460759928,0,-1.7406048173623616,-1.3786889323164138,4.046194428004495,-1.5835899033156862,0.24381380719636375,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.58182219635354,1,-1.7406048173623616,-1.848338107376748,1.7991740382464647,-1.5775914567122176,-0.2922817637079856,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5779696466310873,0,-1.7406048173623616,1.204381530515425,1.7991740382464647,-1.571593010108749,-0.4324235220076636,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5741170969086347,0,-1.7406048173623616,-0.32197828843066156,1.7991740382464647,-1.5655945635052806,0.48178588785467247,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5702645471861818,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.559596116901812,-0.5576920252661972,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5625594477412765,1,-1.7406048173623616,-1.26127663855133,-0.4478463515115659,-1.5535976702983436,-0.5590088041125066,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.558706898018824,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.547599223694875,-0.5454602603203602,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.554854348296371,0,0.5735172554903635,-0.004965095264935964,1.7991740382464647,-1.5416007770914064,0.04550373998110647,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5510017985739184,1,-1.7406048173623616,-0.004965095264935964,-0.4478463515115659,-1.535602330487938,-0.5692574683861911,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5471492488514658,0,0.5735172554903635,-0.004965095264935964,4.046194428004495,-1.5296038838844694,0.5356627669157137,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.543296699129013,0,-1.7406048173623616,-1.3786889323164138,1.7991740382464647,-1.523605437281001,0.2279490018191432,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5355915996841076,0,0.5735172554903635,-1.026452051021163,-0.4478463515115659,-1.5176069906775325,-0.5652912670418859,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5278865002392021,1,-1.7406048173623616,-0.08715370090049439,1.7991740382464647,-1.5116085440740639,0.878406022285187,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5201814007942966,1,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.5056100974705955,1.6319842777031646,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.516328851071844,1,-1.7406048173623616,-1.026452051021163,-0.4478463515115659,-1.4996116508671269,-0.35111639444940806,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5124763013493914,0,0.5735172554903635,-0.14585984778303618,-0.4478463515115659,-1.4936132042636585,-0.6105694215884735,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5009186521820332,0,0.5735172554903635,-0.9090397572560794,-0.4478463515115659,-1.48761475766019,-0.6105694215884735,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4855084532922225,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.4816163110567215,1.014906807750793,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.477803353847317,1,-1.7406048173623616,-0.08715370090049439,-0.4478463515115659,-1.475617864453253,-0.35111639444940806,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4739508041248643,0,0.5735172554903635,-1.26127663855133,-0.4478463515115659,-1.4696194178497843,-0.5368694682085953,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-1.4662457046799589,0,0.5735172554903635,-0.4393905821957451,4.046194428004495,-1.463620971246316,-0.4968742938526222,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4623931549575062,0,0.5735172554903635,0.26508318039475637,-0.4478463515115659,-1.4576225246428474,-0.35111639444940806,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.450835505790148,0,0.5735172554903635,-0.4393905821957451,1.7991740382464647,-1.451624078039379,-0.037453327336379946,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4469829560676954,1,0.5735172554903635,0.26508318039475637,-0.4478463515115659,-1.4456256314359104,3.2974556813984046,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4431304063452426,0,0.5735172554903635,-0.5568028759608287,-0.4478463515115659,-1.4396271848324418,-0.5771898710748014,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.43927785662279,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.4336287382289734,-0.5576920252661972,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4354253069003373,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.4276302916255048,-0.5454602603203602,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4277202074554318,1,-1.7406048173623616,0.030258592864589193,-0.4478463515115659,-1.4216318450220364,-0.19445144134935485,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4238676577329792,0,0.5735172554903635,-0.9090397572560794,-0.4478463515115659,-1.4156333984185678,-0.47010243477856245,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4200151080105263,1,0.5735172554903635,-0.08715370090049439,-0.4478463515115659,-1.4096349518150992,-0.43044042133551097,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4161625582880737,1,-1.7406048173623616,-0.004965095264935964,-0.4478463515115659,-1.4036365052116309,-0.5662828173779623,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.412310008565621,0,0.5735172554903635,-0.20456599466557795,-0.4478463515115659,-1.3976380586081623,2.552142989581958,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.4084574588431684,1,-1.7406048173623616,-1.4961012260814974,-0.4478463515115659,-1.3916396120046939,-0.35111639444940806,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.3968998096758103,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.3856411654012253,-0.5454602603203602,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.3891947102309048,0,0.5735172554903635,-0.6742151697259123,-0.4478463515115659,-1.379642718797757,-0.5454602603203602,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3853421605084522,0,0.5735172554903635,-0.08715370090049439,-0.4478463515115659,-1.3736442721942883,-0.5454602603203602,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3814896107859993,0,0.5735172554903635,-1.1438643447862467,-0.4478463515115659,-1.3676458255908197,-0.5609919047846592,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3776370610635467,0,0.5735172554903635,1.9088552931059264,1.7991740382464647,-1.3616473789873513,3.668628668003857,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.3660794118961885,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.3556489323838827,-0.5454602603203602,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3506692130063778,0,0.5735172554903635,0.49990776792492353,1.7991740382464647,-1.3496504857804144,0.878406022285187,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3468166632839251,0,-1.7406048173623616,-0.20456599466557795,-0.4478463515115659,-1.3436520391769458,-0.5576920252661972,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3429641135614723,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.3376535925734772,-0.5576920252661972,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.335259014116567,0,0.5735172554903635,0.3824954741598399,-0.4478463515115659,-1.3316551459700088,-0.4975326832757769,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3314064643941141,0,0.5735172554903635,0.8521446492201742,4.046194428004495,-1.3256566993665402,-0.5553757636811231,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3275539146716615,0,0.5735172554903635,-0.20456599466557795,-0.4478463515115659,-1.3196582527630718,-0.5576920252661972,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3237013649492089,1,-1.7406048173623616,-1.026452051021163,-0.4478463515115659,-1.3136598061596032,-0.5771898710748014,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3198488152267562,1,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.3076613595561346,-0.5672743677140385,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3159962655043034,0,0.5735172554903635,0.9695569429852579,-0.4478463515115659,-1.3016629129526662,-0.5576920252661972,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3121437157818507,1,-1.7406048173623616,-0.004965095264935964,1.7991740382464647,-1.2956644663491976,0.7316565725458966,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.308291166059398,0,0.5735172554903635,2.02626758687101,-0.4478463515115659,-1.2896660197457293,2.940830721323863,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3044386163369452,0,-1.7406048173623616,-1.7896319604942064,1.7991740382464647,-1.2836675731422607,-0.037453327336379946,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3005860666144926,0,0.5735172554903635,-0.9090397572560794,-0.4478463515115659,-1.2776691265387923,-0.5454602603203602,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.29673351689204,0,-1.7406048173623616,-1.1438643447862467,1.7991740382464647,-1.2716706799353237,-0.4046601125975276,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2928809671695871,0,-1.7406048173623616,-1.4961012260814974,-0.4478463515115659,-1.265672233331855,-0.037128098826146975,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2890284174471345,0,0.5735172554903635,-1.026452051021163,-0.4478463515115659,-1.2596737867283867,-0.5553757636811231,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-1.281323318002229,0,0.5735172554903635,-0.08715370090049439,1.7991740382464647,-1.253675340124918,0.48178588785467247,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2659131191124182,0,0.5735172554903635,-0.004965095264935964,-0.4478463515115659,-1.2476768935214497,-0.5454602603203602,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2620605693899656,0,0.5735172554903635,0.32378932727729814,1.7991740382464647,-1.2416784469179811,1.2013182709331347,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.258208019667513,1,-1.7406048173623616,0.32378932727729814,-0.4478463515115659,-1.2356800003145125,-0.1528063272341508,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
